# Parameters
$ K = 2
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-3.5780866702140024e-01	-6.1242635753295549e-01	-7.6099723404646991e-01	-4.2995410873452089e-01	-7.5060083389962717e-01	-4.5581183382125456e-01	-3.6690312063442265e-01	-4.8097553679732241e-01	-1.9730004068857354e-01	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.5781607846806796e-01	-6.1228924669961282e-01	-7.6344656221426699e-01	-4.2880824313357130e-01	-7.4871533464517981e-01	-4.5412205607505424e-01	-3.6742072774010565e-01	-4.7995680766946158e-01	-1.9593803186275685e-01	2.9925316294468369e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.5781554061330434e-01	-6.1211715703676206e-01	-7.6588486067552342e-01	-4.2763222779330307e-01	-7.4670398554528017e-01	-4.5237726994158167e-01	-3.6793772502022659e-01	-4.7890360174232743e-01	-1.9456326113617003e-01	2.9851271584611081e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.5780726623973025e-01	-6.1191043565599545e-01	-7.6831194739759867e-01	-4.2642671613659611e-01	-7.4456726821981545e-01	-4.5057825915500010e-01	-3.6845431083911229e-01	-4.7781668801716981e-01	-1.9317640107968009e-01	2.9777875557346416e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.5779147020696023e-01	-6.1166944498132858e-01	-7.7072763781773934e-01	-4.2519237757622558e-01	-7.4230577332914283e-01	-4.4872584563312007e-01	-3.6897068262207749e-01	-4.7669685385844512e-01	-1.9177813122798953e-01	2.9705138000983657e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.5776836922083832e-01	-6.1139456202209785e-01	-7.7313174461134715e-01	-4.2392989643211582e-01	-7.3992020063366948e-01	-4.4682088826932609e-01	-3.6948703659983584e-01	-4.7554490349508521e-01	-1.9036913724896817e-01	2.9633068803854754e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.5773818160453102e-01	-6.1108617761979667e-01	-7.7552407746212570e-01	-4.2263997081613031e-01	-7.3741135884496123e-01	-4.4486428165413183e-01	-3.7000356755791675e-01	-4.7436165647924095e-01	-1.8895011010827889e-01	2.9561677952839163e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.5770112707199819e-01	-6.1074469567109246e-01	-7.7790444283480431e-01	-4.2132331148750729e-01	-7.3478016526668555e-01	-4.4285695473022740e-01	-3.7052046859168131e-01	-4.7314794610710709e-01	-1.8752174523143311e-01	2.9490975531780408e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.5765742650429883e-01	-6.1037053232931182e-01	-7.8027264375113048e-01	-4.1998064068219104e-01	-7.3202764522440178e-01	-4.4079986938515714e-01	-3.7103793086747727e-01	-4.7190461780664278e-01	-1.8608474166537453e-01	2.9420971719792277e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.5760730172919886e-01	-6.0996411518681437e-01	-7.8262847956981396e-01	-4.1861269091942932e-01	-7.2915493128389897e-01	-4.3869401898602850e-01	-3.7155614339042953e-01	-4.7063252749717882e-01	-1.8463980124165139e-01	2.9351676789453065e+00
