# Parameters
$ K = 1
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-1.4355434691886301e-01	-7.4607359125049921e-01	-1.0137568787481950e+00	-1.4695698099473198e+00	-4.2196552051096059e-01	-2.4061694638033707e-01	-5.9711767804664118e-01	-4.4361684096250348e-01	-4.3196568951579278e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-1.4427389673753543e-01	-7.4979669918992953e-01	-1.0188043599336625e+00	-1.4768538730658822e+00	-4.2407789475923902e-01	-2.4182318491679719e-01	-6.0010826680742047e-01	-4.4583793774529268e-01	-4.3412989352513537e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-1.4499700179590089e-01	-7.5350462341528091e-01	-1.0238078808242546e+00	-1.4840071146841596e+00	-4.2619525205415781e-01	-2.4303573648137416e-01	-6.0310875626826865e-01	-4.4806495721031597e-01	-4.3630280670611982e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-1.4572366027055320e-01	-7.5719635835050869e-01	-1.0287653988776964e+00	-1.4910246702348502e+00	-4.2831742367882020e-01	-2.4425460863918103e-01	-6.0611899260545987e-01	-4.5029774234994596e-01	-4.3848436399999702e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-1.4645386975258165e-01	-7.6087088531271441e-01	-1.0336748571337502e+00	-1.4979016939738823e+00	-4.3044423641238455e-01	-2.4547980818749812e-01	-6.0913881691966654e-01	-4.5253613171862267e-01	-4.4067449746527421e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-1.4718762723337489e-01	-7.6452717290844607e-01	-1.0385341857870634e+00	-1.5046333661622175e+00	-4.3257551248394138e-01	-2.4671134113466717e-01	-6.1216806516206224e-01	-4.5477995938126392e-01	-4.4287313622560665e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-1.4792492909022709e-01	-7.6816417745528021e-01	-1.0433413038240311e+00	-1.5112149003967370e+00	-4.3471106952765565e-01	-2.4794921267863126e-01	-6.1520656806082608e-01	-4.5702905486263584e-01	-4.4508020641745610e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-1.4866577107174581e-01	-7.7178084342892561e-01	-1.0480941207226004e+00	-1.5176415510735144e+00	-4.3685072053925350e-01	-2.4919342718512141e-01	-6.1825415104811610e-01	-4.5928324309775503e-01	-4.4729563113753723e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-1.4941014828306423e-01	-7.7537610393604717e-01	-1.0527905382137255e+00	-1.5239086209656447e+00	-4.3899427383394096e-01	-2.5044398816548707e-01	-6.2131063418757915e-01	-4.6154234438340008e-01	-4.4951933039008313e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-1.5015805517085748e-01	-7.7894888121296113e-01	-1.0574284521029726e+00	-1.5300114688966859e+00	-4.4114153300583453e-01	-2.5170089825416964e-01	-6.2437583210247083e-01	-4.6380617433080956e-01	-4.5175122103395438e-01	0
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-1.5090948550816491e-01	-7.8249808715030955e-01	-1.0620057541505612e+00	-1.5359455174897532e+00	-4.4329229688899557e-01	-2.5296415918581866e-01	-6.2744955390445967e-01	-4.6607454381964419e-01	-4.5399121672962289e-01	0
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-1.5166443237902058e-01	-7.8602262384376997e-01	-1.0665203340078959e+00	-1.5417062609712939e+00	-4.4544635952015232e-01	-2.5423377177204898e-01	-6.3053160312319001e-01	-4.6834725895329782e-01	-4.5623922788606042e-01	0
