# Parameters
$ K = 5
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-5.5458328212582453e-01	-6.9498348074949690e-01	-5.2889627697077501e-01	-3.5993809598912535e-01	-4.7432500333671590e-01	-3.9757370873662135e-01	-1.0767881449072068e+00	-1.0617708279936974e-01	-4.5408731963610338e-01	-1.0626055274724091e+00	-7.8753301852714330e-01	-5.1578727260167845e-01	-3.4140326668469001e-01	-5.0934017843960633e-01	-8.1926191112989200e-01	2.7464622764985855e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.5471220295219970e-01	-6.9161386180063833e-01	-5.2933669096611780e-01	-3.5761779802144267e-01	-4.7229135009770007e-01	-3.9286631505538905e-01	-1.0768601548840961e+00	-9.9642702068175257e-02	-4.5290006954192841e-01	-1.0650584286708014e+00	-7.9045351713115486e-01	-5.1507066494472242e-01	-3.4020967036620287e-01	-5.0724157149718241e-01	-8.1980820640647734e-01	2.7396190352747301e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.5484858441838369e-01	-6.8817108156718942e-01	-5.2981043681508477e-01	-3.5527791282092819e-01	-4.7022250509844199e-01	-3.8809908949391592e-01	-1.0768792843606925e+00	-9.3057621231095608e-02	-4.5172125985722650e-01	-1.0674629220209038e+00	-7.9337970622763565e-01	-5.1433029656380536e-01	-3.3901265293918553e-01	-5.0510561299284784e-01	-8.2031534880881352e-01	2.7328225177604453e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.5499318546694854e-01	-6.8465564725974315e-01	-5.3031854190887506e-01	-3.5291892035040340e-01	-4.6811894993329628e-01	-3.8327262481135121e-01	-1.0768466539984018e+00	-8.6422442273110855e-02	-4.5055183652118314e-01	-1.0698184474026859e+00	-7.9631154133999271e-01	-5.1356624740747148e-01	-3.3781273423668118e-01	-5.0293264819369987e-01	-8.2078344220679222e-01	2.7260740845633502e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.5514676615860714e-01	-6.8106807586014717e-01	-5.3086202135416138e-01	-3.5054129902285813e-01	-4.6598118098183738e-01	-3.7838752024832772e-01	-1.0767634044020946e+00	-7.9737769971137143e-02	-4.4939274782535216e-01	-1.0721244530048752e+00	-7.9924897094502856e-01	-5.1277859645308554e-01	-3.3661043754816683e-01	-5.0072303001586738e-01	-8.2121260567947463e-01	2.7193751211375834e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.5531008719624575e-01	-6.7740889349597666e-01	-5.3144187696773582e-01	-3.4814552527406384e-01	-4.6380970930537474e-01	-3.7344438107516820e-01	-1.0766306942591251e+00	-7.3004212019743719e-02	-4.4824494392957343e-01	-1.0743803955367457e+00	-8.0219193621901419e-01	-5.1196742154439701e-01	-3.3540628943075507e-01	-4.9847711873524553e-01	-8.2160297344210831e-01	2.7127270380976167e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.5548390944634973e-01	-6.7367863484112023e-01	-5.3205909625668790e-01	-3.4573207314238386e-01	-4.6160506053736761e-01	-3.6844381816871763e-01	-1.0764496984353877e+00	-6.6222379210891053e-02	-4.4710937636928239e-01	-1.0765857404376529e+00	-8.0514037078341028e-01	-5.1113279923957855e-01	-3.3420081951779712e-01	-4.9619528169655602e-01	-8.2195469475985228e-01	2.7061312715291281e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.5566899345756349e-01	-6.6987784254494376e-01	-5.3271465138331742e-01	-3.4330141385668667e-01	-4.5936777476763030e-01	-3.6338644761969136e-01	-1.0762216060306093e+00	-5.9392885669447754e-02	-4.4598699755362486e-01	-1.0787399620843494e+00	-8.0809420045020197e-01	-5.1027480467037667e-01	-3.3299456032453384e-01	-4.9387789302140239e-01	-8.2226793384814978e-01	2.6995892832962669e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.5586609897602979e-01	-6.6600706669241461e-01	-5.3340949811391447e-01	-3.4085401543326610e-01	-4.5709840642018118e-01	-3.5827289037236426e-01	-1.0759476183950825e+00	-5.2516349146213594e-02	-4.4487876025373757e-01	-1.0808425439960909e+00	-8.1105334296683418e-01	-5.0939351141302092e-01	-3.3178804705041820e-01	-4.9152533331598636e-01	-8.2254286975973401e-01	2.6931025613444857e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.5607598445710194e-01	-6.6206686429755146e-01	-5.3414457475051436e-01	-3.3839034228270259e-01	-4.5479752412457897e-01	-3.5310377189838327e-01	-1.0756289471101390e+00	-4.5593391370086785e-02	-4.4378561708051045e-01	-1.0828929790376407e+00	-8.1401770776071536e-01	-5.0848899137152170e-01	-3.3058181737768960e-01	-4.8913798937917802e-01	-8.2277969625821779e-01	2.6866726199981592e+00
