# Parameters
$ K = 1
$ N = 12
$ M = 12
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	E
0	1.0000000000000000e+00	0	-6.6290505491508545e-01	-1.9134786014371086e-01	-8.2365210930176225e-01	-5.1883150482553386e-01	-4.0712327004651583e-01	-3.5260113261384224e-01	-3.6243127647268936e-01	-1.4560050499608840e-01	-5.8543265474211192e-01	-2.3676877957232531e-01	-5.0511856731052629e-01	-4.6688844244430133e-01	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.6621940820913217e-01	-1.9230539309232972e-01	-8.2776191662991216e-01	-5.2142298811199128e-01	-4.0915901216563816e-01	-3.5436057706929447e-01	-3.6423694440119231e-01	-1.4632477621446857e-01	-5.8836308948109328e-01	-2.3795269421079171e-01	-5.0763565948052491e-01	-4.6921619172448298e-01	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.6953307757995162e-01	-1.9326444889020095e-01	-8.3185406745029045e-01	-5.2400875569284611e-01	-4.1119480626640803e-01	-3.5611258029065057e-01	-3.6602919585164856e-01	-1.4704136395380366e-01	-5.9129990371838481e-01	-2.3913663417968256e-01	-5.1013515909584795e-01	-4.7153005467862158e-01	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.7284554559453136e-01	-1.9422492912505912e-01	-8.3592742553891608e-01	-5.2658825005254706e-01	-4.1323034851277729e-01	-3.5785665929206495e-01	-3.6780736690836102e-01	-1.4774993555059743e-01	-5.9424284748909306e-01	-2.4032042263365785e-01	-5.1261617283510652e-01	-4.7382927440913630e-01	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.7615628484612167e-01	-1.9518673304813133e-01	-8.3998084020432762e-01	-5.2916090487767897e-01	-4.1526532906802210e-01	-3.5959232489336779e-01	-3.6957078791702824e-01	-1.4845015675879109e-01	-5.9719166435618598e-01	-2.4150387923626127e-01	-5.1507779915968488e-01	-4.7611308606463165e-01	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.7946475797680883e-01	-1.9614975755840064e-01	-8.4401314675620687e-01	-5.3172614518629546e-01	-4.1729943210081061e-01	-3.6131908191655426e-01	-3.7131878392857015e-01	-1.4914169205535319e-01	-6.0014609134952801e-01	-2.4268682016352794e-01	-5.1751912887935725e-01	-4.7838071725646353e-01	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.8277041770849467e-01	-1.9711389718790737e-01	-8.4802316700302105e-01	-5.3428338746913095e-01	-4.1933233579600732e-01	-3.6303642939455066e-01	-3.7305067516292378e-01	-1.4982420495671539e-01	-6.0310585890698409e-01	-2.4386905811034990e-01	-5.1993924574431394e-01	-4.8063138849666126e-01	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.8607270688253796e-01	-1.9807904408813401e-01	-8.5200970977891965e-01	-5.3683203984292127e-01	-4.2136371237035980e-01	-3.6474386079236265e-01	-3.7476577749262957e-01	-1.5049735834572789e-01	-6.0607069081770792e-01	-2.4505040229968741e-01	-5.2233722706343144e-01	-4.8286431365719201e-01	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.8937105850831992e-01	-1.9904508801752679e-01	-8.5597157150008230e-01	-5.3937150221604691e-01	-4.2339322809323110e-01	-3.6644086424069139e-01	-3.7646340294597463e-01	-1.5116081480876684e-01	-6.0904030416774479e-01	-2.4623065849471656e-01	-5.2471214434854663e-01	-4.8507870045050833e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.9266489582098290e-01	-2.0001191633020304e-01	-8.5990753675065146e-01	-5.4190116646670705e-01	-4.2542054331252038e-01	-3.6812692278208170e-01	-3.7814286022939980e-01	-1.5181423698258045e-01	-6.1201440928807183e-01	-2.4740962901400082e-01	-5.2706306398442537e-01	-4.8727375093126513e-01	0
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-6.9595363234860130e-01	-2.0097941396589875e-01	-8.6381637889833773e-01	-5.4442041663380702e-01	-4.2744531248592876e-01	-3.6980151462964161e-01	-3.7980345526882120e-01	-1.5245728791041840e-01	-6.1499270970521058e-01	-2.4858711274977496e-01	-5.2938904792404506e-01	-4.8944866201904169e-01	0
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-6.9923667198902084e-01	-2.0194746344120354e-01	-8.6769686073971530e-01	-5.4692862912073748e-01	-4.2946718421771468e-01	-3.7146411343834912e-01	-3.8144449176945161e-01	-1.5308963140694359e-01	-6.1797490209453532e-01	-2.4976290518942595e-01	-5.3168915440872289e-01	-4.9160262604184585e-01	0
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-7.0251340909662130e-01	-2.0291594484214240e-01	-8.7154773517518158e-01	-5.4942517291219806e-01	-4.3148580130109065e-01	-3.7311418858893641e-01	-3.8306527179365207e-01	-1.5371093243138348e-01	-6.2096067623642215e-01	-2.5093679844025935e-01	-5.3396243871256055e-01	-4.9373483130013007e-01	0
