# Parameters
$ K = 2
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-6.5112331260062040e-01	-3.4355615201321033e-01	-5.9121229381439289e-01	-5.7544543853882024e-01	-2.9812536146297242e-01	-2.9679301048510159e-01	-8.9411359848032124e-01	-4.7659754097444956e-01	-2.7913264859830372e-01	-3.2668156993715730e-01	-7.7880757631887065e-01	-9.0242530588786873e-01	-2.3050753157369727e-01	-8.9107605455616823e-01	-1.1816018761321835e-01	1.3963395484323454e-01	2.7581864744236034e-01	4.6711479516605980e-02	9.6518107433149966e-02	1.0892082192896221e-01	4.1859072061253465e-02	3.7319381576389761e-02	7.9124475687405771e-02	5.1988722223652938e-02	3.7912083373442651e-02	9.7764092139863701e-02	5.1302419715241236e-02	1.0808340394087293e-01	1.0430831440285653e-01	2.3737628083780896e-01	1.7961217244206201e-01	1.3613540534637436e-01	1.0082313286824122e-01	1.0518211711487349e-01	1.9304531183871113e-01	1.8830489029613462e-01	1.9210260015849021e-01	3.8729833462074170e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-6.5563654694254381e-01	-3.4751819547960378e-01	-5.9500942614726071e-01	-5.7945580656621765e-01	-3.0093122249880416e-01	-3.0029101877331116e-01	-8.9988719700988828e-01	-4.8047375687256383e-01	-2.8313824948558447e-01	-3.2933055227023617e-01	-7.8375619679599262e-01	-9.0847535912402855e-01	-2.3445769193278099e-01	-8.9648043257043097e-01	-1.2096223587259564e-01	1.4033072666164156e-01	2.7719558031837804e-01	4.6944707230672400e-02	9.6999531055270968e-02	1.0946266788494655e-01	4.2067570893564603e-02	3.7505699492406668e-02	7.9517512127492765e-02	5.2247716556067643e-02	3.8100935130468368e-02	9.8252636576506930e-02	5.1558472859047758e-02	1.0862370281763044e-01	1.0482975107163010e-01	2.3855843967780291e-01	1.8050964234856709e-01	1.3681549681261021e-01	1.0132459947344856e-01	1.0570773863918925e-01	1.9400619040251216e-01	1.8924655551225467e-01	1.9306317669500314e-01	3.8633376402712782e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-6.6011680926000560e-01	-3.5149775627611995e-01	-5.9882563137828415e-01	-5.8346843297430961e-01	-3.0375234046420235e-01	-3.0382330814313840e-01	-9.0566308427177811e-01	-4.8437618702018731e-01	-2.8717899841538025e-01	-3.3198726283173580e-01	-7.8871640832793333e-01	-9.1452799847739641e-01	-2.3844483828964760e-01	-9.0180447997121915e-01	-1.2379674743468055e-01	1.4102454232788417e-01	2.7856790997296255e-01	4.7177224683802976e-02	9.7478494340859201e-02	1.0999879852346051e-01	4.2274405728132756e-02	3.7691418714577034e-02	7.9905200525139941e-02	5.2504728118960148e-02	3.8288303584421743e-02	9.8740548530856190e-02	5.1813552220345914e-02	1.0916367641715570e-01	1.0535089089163190e-01	2.3973079511148848e-01	1.8140577446330308e-01	1.3749430155326431e-01	1.0182058196391822e-01	1.0623269479321679e-01	1.9495806627634363e-01	1.9018839116916983e-01	1.9402376468579061e-01	3.8537655762339433e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-6.6456162978938116e-01	-3.5549352363542169e-01	-6.0266060179783965e-01	-5.8748223991815085e-01	-3.0658819405119886e-01	-3.0738961601934278e-01	-9.1143977324899184e-01	-4.8830445216203577e-01	-2.9125406934514864e-01	-3.3465101397930475e-01	-7.9368734093871862e-01	-9.2058158561939407e-01	-2.4246800476914923e-01	-9.0704429019085253e-01	-1.2666306191578589e-01	1.4171515813154065e-01	2.7993520755910989e-01	4.7408953958998433e-02	9.7954804109086413e-02	1.1052891094592426e-01	4.2479468247881798e-02	3.7876476932580713e-02	8.0287272847177349e-02	5.2759628323073585e-02	3.8474087966513283e-02	9.9227704670729139e-02	5.2067572423899672e-02	1.0970318809645448e-01	1.0587160001892695e-01	2.4089280642695080e-01	1.8230033032128962e-01	1.3817164304673829e-01	1.0231079895925420e-01	1.0675685174026935e-01	1.9590047668853136e-01	1.9113022731183132e-01	1.9498418734766149e-01	3.8442673554616751e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-6.6896849655928503e-01	-3.5950413092113592e-01	-6.0651401140811556e-01	-5.9149611392853119e-01	-3.0943823516337121e-01	-3.1098964992875400e-01	-9.1721573244438592e-01	-4.9225814159712417e-01	-2.9536258142523447e-01	-3.3732108464453964e-01	-7.9866809465169708e-01	-9.2663443468568651e-01	-2.4652616460974539e-01	-9.1219593388815712e-01	-1.2956046970807938e-01	1.4240232598308900e-01	2.8129703766544273e-01	4.7639815026106036e-02	9.8428262622200904e-02	1.1105269646035559e-01	4.2682647604911764e-02	3.8060810169896798e-02	8.0663456074992923e-02	5.3012285551865171e-02	3.8658185125710710e-02	9.9713978052173510e-02	5.2320446000296741e-02	1.1024209697196979e-01	1.0639174018905362e-01	2.4204392899064095e-01	1.8319306525899576e-01	1.3884734062184734e-01	1.0279496609349309e-01	1.0728007165848705e-01	1.9683295562916769e-01	1.9207188954037926e-01	1.9594426341335910e-01	3.8348431736641753e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.7333485699603413e-01	-3.6352815530049265e-01	-6.1038551541363628e-01	-5.9550890551189395e-01	-3.1230188834198025e-01	-3.1462308669350547e-01	-9.2298938566070343e-01	-4.9623681213947857e-01	-2.9950359795766629e-01	-3.3999671955134902e-01	-8.0365773914849192e-01	-9.3268481221635846e-01	-2.5061822944525891e-01	-9.1725546377168088e-01	-1.3248821125516813e-01	1.4308579353213269e-01	2.8265295862837991e-01	4.7869725729134040e-02	9.8898667597107942e-02	1.1156984065435271e-01	4.2883830434960350e-02	3.8244352778071922e-02	8.1033472289584532e-02	5.3262565166398330e-02	3.8840489544200066e-02	1.0019923807502387e-01	5.2572083379934811e-02	1.1078025788268325e-01	1.0691116866237627e-01	2.4318361486099721e-01	1.8408372841492560e-01	1.3952120946718349e-01	1.0327279627117543e-01	1.0780221270483291e-01	1.9775503435985917e-01	1.9301319899592331e-01	1.9690380712727290e-01	3.8254932208164329e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.7765811966829126e-01	-3.6756411751223900e-01	-6.1427474971089935e-01	-5.9951942878667641e-01	-3.1517855020475971e-01	-3.1828957163810639e-01	-9.2875911183781323e-01	-5.0023998708080408e-01	-3.0367612540907085e-01	-3.4267712846035281e-01	-8.0865531345295250e-01	-9.3873093716633416e-01	-2.5474304868207770e-01	-9.2221891962801916e-01	-1.3544547640004612e-01	1.4376530429713849e-01	2.8400252286893424e-01	4.8098601775907045e-02	9.9365812224211036e-02	1.1208002347940541e-01	4.3082900876755155e-02	3.8427037433226729e-02	8.1397038768077939e-02	5.3510329515086261e-02	3.9020893357529680e-02	1.0068335044116825e-01	5.2822392889619978e-02	1.1131752135809826e-01	1.0742973817398560e-01	2.4431131343031220e-01	1.8497206274033628e-01	1.4019306064695169e-01	1.0374399993759331e-01	1.0832312898389169e-01	1.9866624194629814e-01	1.9395397235213546e-01	1.9786262824750325e-01	3.8162176810841730e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.8193565617306884e-01	-3.7161048173527067e-01	-6.1818133037815437e-01	-6.0352646115918163e-01	-3.1806758889943804e-01	-3.2198871781277583e-01	-9.3452324495069805e-01	-5.0426715515798748e-01	-3.0787911248290084e-01	-3.4536148544339657e-01	-8.1365982564204908e-01	-9.4477098098972334e-01	-2.5889940897770719e-01	-9.2708233354879455e-01	-1.3843140381037503e-01	1.4444059780689381e-01	2.8534527725447495e-01	4.8326356730208783e-02	9.9829485193866668e-02	1.1258291934694824e-01	4.3279740596484623e-02	3.8608795134923164e-02	8.1753868092119500e-02	5.3755437948549520e-02	3.9199286379642720e-02	1.0116617711577106e-01	5.3071280751931862e-02	1.1185373359143780e-01	1.0794729688854471e-01	2.4542647209417906e-01	1.8585780502066179e-01	1.4086270112361435e-01	1.0420828536307525e-01	1.0884267052184668e-01	1.9956610581306633e-01	1.9489402181302107e-01	1.9882053205462974e-01	3.8070167327531221e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.8616480316493289e-01	-3.7566565556339038e-01	-6.2210485316637709e-01	-6.0752874304223192e-01	-3.2096834357413950e-01	-3.2572010523560596e-01	-9.4028007397183666e-01	-5.0831776952843266e-01	-3.1211144925626477e-01	-3.4804892819238720e-01	-8.1867025258573223e-01	-9.5080306780183688e-01	-2.6308603382648710e-01	-9.3184173534882331e-01	-1.4144508048610202e-01	1.4511140975386075e-01	2.8668076348572835e-01	4.8552902006558381e-02	1.0028947073080617e-01	1.1307819723655958e-01	4.3474228817612495e-02	3.8789555207515626e-02	8.2103668268545579e-02	5.3997746839848718e-02	3.9375556133001456e-02	1.0164757629171065e-01	5.3318651087514629e-02	1.1238873641839962e-01	1.0846368836048971e-01	2.4652853694771470e-01	1.8674068590822751e-01	1.4152993378768330e-01	1.0466535894111832e-01	1.0936068324601333e-01	2.0045415231996458e-01	1.9583315511723440e-01	1.9977731936752405e-01	3.7978905481622713e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.9034286452980831e-01	-3.7972799009151870e-01	-6.2604489299264754e-01	-6.1152497761990610e-01	-3.2388012386696829e-01	-3.2948328015614042e-01	-9.4602784290161401e-01	-5.1239124675647207e-01	-3.1637196638676218e-01	-3.5073855736688803e-01	-8.2368553971775582e-01	-9.5682527462254408e-01	-2.6730158325816400e-01	-9.3649315816683421e-01	-1.4448554135429328e-01	1.4577747215957712e-01	2.8800851850920950e-01	4.8778146867770378e-02	1.0074554863687936e-01	1.1356552081669888e-01	4.3666242356258683e-02	3.8969245304108779e-02	8.2446142862718411e-02	5.4237109610358852e-02	3.9549587884000696e-02	1.0212740235749578e-01	5.3564405920450246e-02	1.1292236730181007e-01	1.0897875150000609e-01	2.4761695350762150e-01	1.8762042996683156e-01	1.4219455749499899e-01	1.0511492550011915e-01	1.0987700897031802e-01	2.0132990735905190e-01	1.9677117554931378e-01	2.0073278656655033e-01	3.7888392936413506e+00
