# Parameters
$ K = 4
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-3.6375764496646923e-01	-5.2237979529160072e-01	-4.4873547766952293e-01	-5.9777510496755948e-01	-5.1996567635956636e-01	-5.1143437284801840e-01	-5.5794227190007273e-01	-1.5797226294429032e+00	-4.8307847698684631e-01	1.2254222885523831e-01	-1.0957805006263158e-01	1.8724161228728931e-01	6.3592667702149608e-02	-7.0828937226591185e-02	2.5128304243311933e-01	1.0336611227367329e-01	2.7869375476515197e-02	-1.9995355433111767e-01	5.5446355387328353e-02	-4.4191434076851534e-02	8.1014155142795821e-02	2.2820995703575249e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.6596075291206087e-01	-5.2825131338016940e-01	-4.5173853529401853e-01	-6.0509122465775655e-01	-5.2521210119180417e-01	-5.1195842131279479e-01	-5.6074173225848434e-01	-1.5875893719036183e+00	-4.8856691706992061e-01	1.2315404323532533e-01	-1.1012511300034979e-01	1.8817574512412968e-01	6.3908862487398646e-02	-7.1176854660428390e-02	2.5253632809113469e-01	1.0388282690300885e-01	2.8005855247960964e-02	-2.0095143674103513e-01	5.5718966902149239e-02	-4.4413312634641086e-02	8.1418901625816359e-02	2.2764171241388405e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.6817531362568456e-01	-5.3415450784373830e-01	-4.5477607131366293e-01	-6.1244970021343415e-01	-5.3050038486807372e-01	-5.1241863737080207e-01	-5.6355910824412148e-01	-1.5953055092881643e+00	-4.9410008372776598e-01	1.2376390433812155e-01	-1.1067037549017776e-01	1.8910549427753198e-01	6.4221359936187522e-02	-7.1512015822735864e-02	2.5378300382636831e-01	1.0439921440151956e-01	2.8136463126622126e-02	-2.0194530276531084e-01	5.5982120006754940e-02	-4.4637052926903342e-02	8.1822948126508505e-02	2.2707803392499688e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.7040118229253138e-01	-5.4008798909399780e-01	-4.5784844369346711e-01	-6.1984898203699668e-01	-5.3582937959474408e-01	-5.1281372612899645e-01	-5.6639474114804422e-01	-1.6028654229322230e+00	-4.9967716821965208e-01	1.2437156739913913e-01	-1.1121361360409519e-01	1.9003050330975121e-01	6.4529914886846895e-02	-7.1833967737001653e-02	2.5502253388546331e-01	1.0491512803211175e-01	2.8260992708515384e-02	-2.0293477616447622e-01	5.6235488499462680e-02	-4.4862683348751500e-02	8.2226217059545234e-02	2.2651892961929416e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.7263820521785884e-01	-5.4605028844262826e-01	-4.6095599814280191e-01	-6.2728744800869962e-01	-5.4119784486890887e-01	-5.1314240953718893e-01	-5.6924896900529609e-01	-1.6102635209835390e+00	-5.0529731114109833e-01	1.2497678079759764e-01	-1.1175459644492974e-01	1.9095040698356786e-01	6.4834275780221759e-02	-7.2142257470375684e-02	2.5625436992816081e-01	1.0543041589045103e-01	2.8379237995817399e-02	-2.0391947033401753e-01	5.6478747411962398e-02	-4.5090232194750508e-02	8.2628630234014719e-02	2.2596440709502459e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.7488621976580783e-01	-5.5203985580429693e-01	-4.6409906690106151e-01	-6.3476340229257555e-01	-5.4660444467039671e-01	-5.1340342886461399e-01	-5.7212212517574923e-01	-1.6174942473407490e+00	-5.1095960189106071e-01	1.2557928606445559e-01	-1.1229308609981062e-01	1.9186483125102002e-01	6.5134184703238590e-02	-7.2436432746810331e-02	2.5747795121092693e-01	1.0594492084654170e-01	2.8490993717612750e-02	-2.0489898827331038e-01	5.6711573516162843e-02	-4.5319727604694937e-02	8.3030108914771014e-02	2.2541447349571317e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.7714505431550588e-01	-5.5805505742503003e-01	-4.6727796747260647e-01	-6.4227507418734386e-01	-5.5204774470106477e-01	-5.1359554726170931e-01	-5.7501453683640358e-01	-1.6245520907752684e+00	-5.1666307821475133e-01	1.2617881790284455e-01	-1.1282883760423282e-01	1.9277339325589216e-01	6.5429377448186943e-02	-7.2716042577322351e-02	2.5869270480985895e-01	1.0645848049373008e-01	2.8596055660659619e-02	-2.0587292257357351e-01	5.6933645842859294e-02	-4.5551197506342206e-02	8.3430573885833414e-02	2.2486913550780039e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.7941452823514432e-01	-5.6409417364522185e-01	-4.7049300131104160e-01	-6.4982061702703731e-01	-5.5752620968251876e-01	-5.1371755240463624e-01	-5.7792652338495454e-01	-1.6314315942139739e+00	-5.2240672582630132e-01	1.2677510422156327e-01	-1.1336159891754129e-01	1.9367570135093706e-01	6.5719583588575617e-02	-7.2980637906173831e-02	2.5989804588501270e-01	1.0697092710581856e-01	2.8694221009651848e-02	-2.0684085542622713e-01	5.7144646211060558e-02	-4.5784669555061025e-02	8.3829945515683707e-02	2.2432839935870410e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.8169445187462675e-01	-5.7015539670733284e-01	-4.7374445245317659e-01	-6.5739810713632518e-01	-5.6303820072401500e-01	-5.1376825921954405e-01	-5.8085839475490908e-01	-1.6381273641589822e+00	-5.2818947811543537e-01	1.2736786618230178e-01	-1.1389111091065922e-01	1.9457135513085219e-01	6.6004526572428057e-02	-7.3229772271677651e-02	2.6109337798830096e-01	1.0748208760300844e-01	2.8785288696402952e-02	-2.0780235865307900e-01	5.7344259766731992e-02	-4.6020171070362839e-02	8.4228143824287463e-02	2.2379227081531923e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.8398462657733201e-01	-5.7623682861884584e-01	-4.7703258610319316e-01	-6.6500554284574742e-01	-5.6858197277294842e-01	-5.1374651268306659e-01	-5.8381044964297102e-01	-1.6446340802193287e+00	-5.3401021594214260e-01	1.2795681826125263e-01	-1.1441710736690264e-01	1.9545994548204854e-01	6.6283923833877878e-02	-7.3463002480234366e-02	2.6227809341710212e-01	1.0799178352740718e-01	2.8869059757323363e-02	-2.0875699375977427e-01	5.7532175529624002e-02	-4.6257728969294927e-02	8.4625088551652905e-02	2.2326075518296671e+00
