# Parameters
$ K = 1
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-3.4273878997837959e-01	-3.8048415109372757e-01	-3.8300210751661795e-01	-8.6881505345392807e-01	-7.5729902771321655e-01	-9.8599800334702992e-01	-6.4502484503663826e-01	-2.5253433979030704e-01	-8.2942685316003550e-01	-9.5386913570747711e-01	-2.7568389555377526e-01	-5.8964734275821462e-01	-6.8820875556727179e-01	-4.2477585865897882e-01	-1.0026461906231630e+00	1.5440349482333621e-01	6.4112968298358816e-02	4.3384002969800273e-02	8.8889766850927907e-02	6.2035442431091097e-02	1.1596081795815470e-01	2.6180311278927110e-01	1.1517509948347045e-01	9.6476333338478548e-02	7.6832967008011843e-02	2.2605144013350786e-01	7.3405863089092555e-03	5.5714970099674459e-02	1.1483824017913656e-01	4.4672757078841968e-02	1.3599663777052484e-01	4.7797341174951026e-02	3.7667657043613682e-02	6.0142440572542269e-02	1.2227591599835405e-01	2.2572982582254469e-01	9.6609549783803567e-02	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.4445210950776362e-01	-3.8237248666156520e-01	-3.8489512377962631e-01	-8.7314794442233490e-01	-7.6106437036673347e-01	-9.9090224685982842e-01	-6.4823815885116776e-01	-2.5378961775564340e-01	-8.3355672661659030e-01	-9.5859757212712515e-01	-2.7706601488695815e-01	-5.9259327070080192e-01	-6.9164992654042223e-01	-4.2690106593991911e-01	-1.0076380766831210e+00	1.5517294084515923e-01	6.4433207099813525e-02	4.3600205181189892e-02	8.9331480078436318e-02	6.2345818084612863e-02	1.1653898690523874e-01	2.6311034823263990e-01	1.1574978351664858e-01	9.6957633296342008e-02	7.7216480263061521e-02	2.2718020585235524e-01	7.3770831417142926e-03	5.5993037173923135e-02	1.1541047216191125e-01	4.4895950478077915e-02	1.3667292785550370e-01	4.8034909162177127e-02	3.7855471204426942e-02	6.0440681546816484e-02	1.2288505647471119e-01	2.2685152719516213e-01	9.7088050511351956e-02	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.4616449336690058e-01	-3.8423190271015700e-01	-3.8674309118839012e-01	-8.7745758640990612e-01	-7.6478619106612333e-01	-9.9575348239225103e-01	-6.5142705895928588e-01	-2.5502968804558629e-01	-8.3765097766890451e-01	-9.6324209853591691e-01	-2.7845554368020148e-01	-5.9553419293240484e-01	-6.9509101131141571e-01	-4.2902876915692217e-01	-1.0125859235621204e+00	1.5593706466653928e-01	6.4752748739746013e-02	4.3814921587901103e-02	8.9767568930446281e-02	6.2656567427564244e-02	1.1711376245389253e-01	2.6441382198263019e-01	1.1632197942253039e-01	9.7436678473172847e-02	7.7598625685551870e-02	2.2830581630812624e-01	7.4131558969587159e-03	5.6270040443025006e-02	1.1597865031419918e-01	4.5118773839649955e-02	1.3734161662618183e-01	4.8269559404467088e-02	3.8042197406121005e-02	6.0733852176696815e-02	1.2348956847029346e-01	2.2795894573743161e-01	9.7557228809225155e-02	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.4787565784276941e-01	-3.8606127163848447e-01	-3.8854442098092501e-01	-8.8174264819242465e-01	-7.6846265873656605e-01	-1.0005494277258975e+00	-6.5459034766393764e-01	-2.5625391704304396e-01	-8.4170794590509923e-01	-9.6779958133852484e-01	-2.7985249609530477e-01	-5.9846951999524811e-01	-6.9853149157989425e-01	-4.3115872473157346e-01	-1.0174876964439861e+00	1.5669559592622154e-01	6.5071524966332173e-02	4.4028076484631341e-02	9.0197802534459637e-02	6.2967655157589925e-02	1.1768495856702345e-01	2.6571322995588409e-01	1.1689152794356218e-01	9.7913330716555086e-02	7.7979305021097053e-02	2.2942801114913364e-01	7.4487866344278625e-03	5.6545906692563652e-02	1.1654257018595508e-01	4.5341182661680406e-02	1.3800237924467260e-01	4.8501170799465324e-02	3.8227775642787662e-02	6.1021760382253834e-02	1.2408922505327463e-01	2.2905150023979196e-01	9.8016741578262415e-02	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.4958531465021031e-01	-3.8785946151082024e-01	-3.9029752837243209e-01	-8.8600178493431136e-01	-7.7209193628075756e-01	-1.0052877892241345e+00	-6.5772681671295896e-01	-2.5746166711859475e-01	-8.4572595961416197e-01	-9.7226689522951271e-01	-2.8125688566810803e-01	-6.0139865291991923e-01	-7.0197083918730874e-01	-4.3329068441510465e-01	-1.0223413474960377e+00	1.5744826254688743e-01	6.5389466714410052e-02	4.4239593668949806e-02	9.0621948660815965e-02	6.3279045292325836e-02	1.1825238747463612e-01	2.6700826571200859e-01	1.1745826793385114e-01	9.8387450459241257e-02	7.8358418363741258e-02	2.3054652762271921e-01	7.4839572628660252e-03	5.6820561607994625e-02	1.1710202562454618e-01	4.5563131639558427e-02	1.3865488813415264e-01	4.8729621464571007e-02	3.8412145350553130e-02	6.1304213925995436e-02	1.2468379738205287e-01	2.3012860975524688e-01	9.8466245332287747e-02	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.5129317100327939e-01	-3.8962533714576436e-01	-3.9200083474862540e-01	-8.9023363895523777e-01	-7.7567218243205771e-01	-1.0099662638888391e+00	-6.6083524808420624e-01	-2.5865229714037546e-01	-8.4970333709529478e-01	-9.7664092757302090e-01	-2.8266872529606435e-01	-6.0432098335400619e-01	-7.0540851615335243e-01	-4.3542439531985067e-01	-1.0271448175263442e+00	1.5819479095972616e-01	6.5706504139596847e-02	4.4449396502953542e-02	9.1039773914985647e-02	6.3590701173929828e-02	1.1881585979135589e-01	2.6829862068944343e-01	1.1802203643439865e-01	9.8858896799401824e-02	7.8735864168766725e-02	2.3166110075055762e-01	7.5186495517461666e-03	5.7093929793090220e-02	1.1765680891603000e-01	4.5784574669526366e-02	1.3929881319323728e-01	4.8954788832875434e-02	3.8595245445611021e-02	6.1581020636556419e-02	1.2527305485939957e-01	2.3118969433346928e-01	9.8905396588656685e-02	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.5299892969206031e-01	-3.9135776124317700e-01	-3.9365276991326276e-01	-8.9443684053451977e-01	-7.7920155366551069e-01	-1.0145825414917478e+00	-6.6391441480653712e-01	-2.5982516300438824e-01	-8.5363838801997294e-01	-9.8091858288450795e-01	-2.8408802722573251e-01	-6.0723589370291597e-01	-7.0884397472124427e-01	-4.3755959995489807e-01	-1.0318960377049247e+00	1.5893490633747828e-01	6.6022566654028225e-02	4.4657407977231209e-02	9.1451043937264054e-02	6.3902585474272827e-02	1.1937518463915120e-01	2.6958398444961307e-01	1.1858266875247750e-01	9.9327527584693667e-02	7.9111539267226444e-02	2.3277146351052275e-01	7.5528451435335113e-03	5.7365934789831881e-02	1.1820671093242455e-01	4.6005464852971391e-02	1.3993382201982857e-01	4.9176549752728969e-02	3.8777014363939634e-02	6.1851988638657499e-02	1.2585676529302756e-01	2.3223417577384420e-01	9.9333852269965328e-02	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.5470228916500018e-01	-3.9305559554788100e-01	-3.9525177438566877e-01	-8.9861000875318175e-01	-7.8267820616402783e-01	-1.0191343067783714e+00	-6.6696308181636854e-01	-2.6097961818488824e-01	-8.5752941484582235e-01	-9.8509678740547868e-01	-2.8551480304019394e-01	-6.1014275728310696e-01	-7.1227665741211277e-01	-4.3969603626596970e-01	-1.0365929313475044e+00	1.5966833283573695e-01	6.6337582963692035e-02	4.4863550777070549e-02	9.1855523609710318e-02	6.4214660200803769e-02	1.1993016977518024e-01	2.7086404492902111e-01	1.1913999854515495e-01	9.9793199500116420e-02	7.9485338882243101e-02	2.3387734702487545e-01	7.5865255664346026e-03	5.7636499099763414e-02	1.1875152128487813e-01	4.6225754501436400e-02	1.4055958014433489e-01	4.9394780590846232e-02	3.8957390102680692e-02	6.2116926588959939e-02	1.2643469506246086e-01	2.3326147839606573e-01	9.9751270116287913e-02	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.5640294361668023e-01	-3.9471770204880341e-01	-3.9679630174371344e-01	-9.0275175237343186e-01	-7.8610029783679924e-01	-1.0236192417421435e+00	-6.6998000684943648e-01	-2.6211501430443490e-01	-8.6137471428119294e-01	-9.8917249376138960e-01	-2.8694906364637696e-01	-6.1304093848793428e-01	-7.1570599708873717e-01	-4.4183343767955247e-01	-1.0412334157601699e+00	1.6039479384226171e-01	6.6651481107322288e-02	4.5067747350837975e-02	9.2252977270150513e-02	6.4526886703097058e-02	1.2048062172467541e-01	2.7213848869891921e-01	1.1969385790695716e-01	1.0025576815961409e-01	7.9857156647111169e-02	2.3497848075449954e-01	7.6196722476215622e-03	5.7905544206815721e-02	1.1929102848262522e-01	4.6445395142367549e-02	1.4117575127213017e-01	4.9609357338845875e-02	3.9136310263151085e-02	6.2375643917408505e-02	1.2700660929206323e-01	2.3427102982680265e-01	1.0015730910725396e-01	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.5810058308109277e-01	-3.9634294421210520e-01	-3.9828482100737944e-01	-9.0686067075522259e-01	-7.8946599038668896e-01	-1.0280350279661892e+00	-6.7296394136729842e-01	-2.6323070172314367e-01	-8.6517257879918563e-01	-9.9314268569226605e-01	-2.8839081926229582e-01	-6.1592979296629946e-01	-7.1913141702886574e-01	-4.4397153315131216e-01	-1.0458154041430543e+00	1.6111401223402519e-01	6.6964188496815860e-02	4.5269919980448242e-02	9.2643168933034425e-02	6.4839225680095147e-02	1.2102634591876064e-01	2.7340700123212830e-01	1.2024407746166016e-01	1.0071508820136990e-01	8.0226884625240913e-02	2.3607459269888947e-01	7.6522665269196334e-03	5.8172990601611678e-02	1.1982502009759781e-01	4.6664337525611763e-02	1.4178199753509901e-01	4.9820155723107183e-02	3.9313712095454152e-02	6.2627951073622137e-02	1.2757227203006435e-01	2.3526226180082671e-01	1.0055162989321578e-01	0
