# Parameters
$ K = 2
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-5.6624281486241901e-01	-1.5524841167626627e-01	-3.9156228478737998e-01	-5.2774329205909443e-01	-2.3423748770319552e-01	-7.0767061462816394e-01	-1.0872112621783094e+00	-4.2087970105430067e-01	-3.9477562382028414e-01	2.3091327564526504e-01	2.3882935330325777e-01	1.1158830663712338e-01	8.3555456660447919e-02	7.8779584625127436e-02	1.3112397487950575e-01	2.0856822996549546e-01	9.9109181768812199e-02	2.0328739739118101e-01	7.2769351201044108e-02	1.1251370611223710e-01	7.2569605162854975e-02	3.0000000000000000e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.7103638750205910e-01	-1.5911065506537342e-01	-3.9491523949884011e-01	-5.3375457608977439e-01	-2.3852625070927816e-01	-7.1269451916408455e-01	-1.0937740006151420e+00	-4.2470221319708817e-01	-3.9777568766653049e-01	2.3206465991997663e-01	2.4002081007593623e-01	1.1214237838415014e-01	8.3972866862503479e-02	7.9171460642764327e-02	1.3177934644122360e-01	2.0961081062732642e-01	9.9604906151369202e-02	2.0430224575741596e-01	7.3133665880006082e-02	1.1307502764059815e-01	7.2931869054488827e-02	2.9925299549080986e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.7582655845518405e-01	-1.6302681623233928e-01	-3.9829109664080659e-01	-5.3979861515483096e-01	-2.4287282942938604e-01	-7.1771584301776092e-01	-1.1003144511408354e+00	-4.2856159731976567e-01	-4.0080271232171605e-01	2.3320933392346579e-01	2.4120658801931547e-01	1.1268844363239004e-01	8.4389433585098886e-02	7.9559144711019880e-02	1.3243410419389429e-01	2.1065271307324904e-01	1.0010091126454225e-01	2.0531368854319468e-01	7.3498881872978317e-02	1.1363371661396088e-01	7.3292884443620504e-02	2.9851198995921076e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.8061125484185427e-01	-1.6699609950210551e-01	-4.0168943490741388e-01	-5.4587361099598997e-01	-2.4727684735903818e-01	-7.2273303096134389e-01	-1.1068302401038412e+00	-4.3245782729835414e-01	-4.0385674958562745e-01	2.3434676945116123e-01	2.4238623085997998e-01	1.1322609641757073e-01	8.4804988085588826e-02	7.9942411466117622e-02	1.3308806715617805e-01	2.1169369588161549e-01	1.0059707923960774e-01	2.0632137653216268e-01	7.3864945697657058e-02	1.1418956144951933e-01	7.3652528737038842e-02	2.9777699497370116e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.8538833122368028e-01	-1.7101762269974957e-01	-4.0510979571779399e-01	-5.5197767448469048e-01	-2.5173785995367676e-01	-7.2774448061162844e-01	-1.1133189434908586e+00	-4.3639085367135844e-01	-4.0693784024881885e-01	2.3547642628941651e-01	2.4355927170627525e-01	1.1375492348251030e-01	8.5219355195184351e-02	8.0321031389404662e-02	1.3374104728728006e-01	2.1273351014454026e-01	1.0109328739855937e-01	2.0732495155531952e-01	7.4231801583860585e-02	1.1474234556189551e-01	7.4010676352930765e-02	2.9704802153036880e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.9015556915367751e-01	-1.7509041468977385e-01	-4.0855168175164125e-01	-5.5810882428335351e-01	-2.5625535205730304e-01	-7.3274854198809580e-01	-1.1197780876067749e+00	-4.4036060261246135e-01	-4.1004601360394466e-01	2.3659775241322567e-01	2.4472523314822989e-01	1.1427450447019408e-01	8.5632353238964357e-02	8.0694770881685654e-02	1.3439284934376636e-01	2.1377189938724628e-01	1.0158940815043935e-01	2.0832404649228242e-01	7.4599391421446865e-02	1.1529184737872830e-01	7.4367198725627234e-02	2.9632508004680669e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.9491067686296473e-01	-1.7921341298860141e-01	-4.1201455547802390e-01	-5.6426498562910332e-01	-2.6082873533858858e-01	-7.3774351711962227e-01	-1.1262051498618819e+00	-4.4436697488719501e-01	-4.1318128694788353e-01	2.3771018421964410e-01	2.4588362738398206e-01	1.1478441213945735e-01	8.6043793965444954e-02	8.1063392347002008e-02	1.3504327074286659e-01	2.1480859949719455e-01	1.0208530889055925e-01	2.0931828528821719e-01	7.4967654708760309e-02	1.1583784036547076e-01	7.4721964315176387e-02	2.9560818035644902e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.9965128909477039e-01	-1.8338546146226933e-01	-4.1549783768175180e-01	-5.7044398925112061e-01	-2.6545734574253710e-01	-7.4272765970419075e-01	-1.1325975596703393e+00	-4.4840984479506307e-01	-4.1634366507506060e-01	2.3881314679852550e-01	2.4703395637409961e-01	1.1528421260405469e-01	8.6453482486562039e-02	8.1426654286169339e-02	1.3569210143316854e-01	2.1584333866392022e-01	1.0258085190307539e-01	2.1030728298745180e-01	7.5336528501739553e-02	1.1638009305993599e-01	7.5074838622005535e-02	2.9489733170334533e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.0437496709646044e-01	-1.8760530812183443e-01	-4.1900090599199691e-01	-5.7664357043307435e-01	-2.7014044096635181e-01	-7.4769917482610859e-01	-1.1389526994637678e+00	-4.5248905909874543e-01	-4.1953313976243545e-01	2.3990605424214426e-01	2.4817571202518243e-01	1.1577346559586518e-01	8.6861217228946908e-02	8.1784311400371693e-02	1.3633912377364701e-01	2.1687583733052435e-01	1.0307589426740950e-01	2.1129064578480516e-01	7.5705947363826354e-02	1.1691836911714369e-01	7.5425684206940319e-02	2.9419254273739432e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.0907919878032835e-01	-1.9187160302948073e-01	-4.2252309341818017e-01	-5.8286136823233281e-01	-2.7487719796865068e-01	-7.5265621873546795e-01	-1.1452679058236732e+00	-4.5660443594216882e-01	-4.2274968924667045e-01	2.4098830999523818e-01	2.4930837640411266e-01	1.1625172475295402e-01	8.7266789897394170e-02	8.2136114705103985e-02	1.3698411242201436e-01	2.1790580815780200e-01	1.0357028776902802e-01	2.1226797109568377e-01	7.6075843316821379e-02	1.1745242736502494e-01	7.5774360716847719e-02	2.9349382151005656e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-6.1376139906404670e-01	-1.9618289632875943e-01	-4.2606368689858021e-01	-5.8909492486784032e-01	-2.7966671052176412e-01	-7.5759689869469660e-01	-1.1515404707363970e+00	-4.6075576375940264e-01	-4.2599327769406076e-01	2.4205930724693991e-01	2.5043142198429980e-01	1.1671853793316204e-01	8.7669985451436977e-02	8.2481811654735393e-02	1.3762683423341096e-01	2.1893295600200902e-01	1.0406387881511392e-01	2.1323884764600873e-01	7.6446145792840273e-02	1.1798202187154455e-01	7.6120724916173138e-02	2.9280117547056821e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-6.1841891040163366e-01	-2.0053763641285050e-01	-4.2962192586740489e-01	-5.9534168528870768e-01	-2.8450798681737016e-01	-7.6251927289728116e-01	-1.1577676429740058e+00	-4.6494280017649736e-01	-4.2926385466385103e-01	2.4311842936600087e-01	2.5154431192522181e-01	1.1717344755385568e-01	8.8070582095959235e-02	8.2821146277956129e-02	1.3826704817049715e-01	2.1995697790729402e-01	1.0455650835568922e-01	2.1420285558305172e-01	7.6816781587529401e-02	1.1850690202380401e-01	7.6464630724637925e-02	2.9211461146267448e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-6.2304900351576264e-01	-2.0493416824504782e-01	-4.3319700084653395e-01	-6.0159899693566543e-01	-2.8939994713623357e-01	-7.6742135046386872e-01	-1.1639466296044492e+00	-4.6916527090858479e-01	-4.3256135456565875e-01	2.4416505038062994e-01	2.5264650038653103e-01	1.1761599095841062e-01	8.8468351286782682e-02	8.3153859324347407e-02	1.3890450522603415e-01	2.2097756311384253e-01	1.0504801181076537e-01	2.1515956660825863e-01	7.7187674814708271e-02	1.1902681261968742e-01	7.6805929261365619e-02	2.9143413572190262e+00
