# Parameters
$ K = 3
$ N = 9
$ M = 21
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	E
0	1.0000000000000000e+00	0	-5.5529252544322028e-01	-3.9289423158720643e-01	-7.4833295164879055e-01	-5.1917202022299958e-01	-8.6277120987125533e-01	-2.9888737808610277e-01	-4.6104443996698452e-01	-3.1492245784777712e-01	-5.8808358832047569e-01	-1.1628907216937941e-01	-2.7908701896530214e-01	-8.0079389918787103e-02	-1.2797710350376545e-01	-9.0812205272270158e-02	-1.4032647083740993e-01	-4.0256184395007139e-02	-5.1769639738884925e-02	-7.9936005716470901e-02	-9.0320623800065711e-02	-9.7771920972187537e-02	-6.1116330982394794e-02	2.5632360962189020e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.5481518143243425e-01	-3.8898614826674666e-01	-7.5121794564987565e-01	-5.1770931128662867e-01	-8.6398502588075976e-01	-2.9697116987032512e-01	-4.6201416139681778e-01	-3.1382375022343073e-01	-5.9013649255076395e-01	-1.1686977578871161e-01	-2.8048053527741362e-01	-8.0479730241348343e-02	-1.2861488785195524e-01	-9.1266869857461505e-02	-1.4102536600367852e-01	-4.0456956856950659e-02	-5.2027865032566435e-02	-8.0334615101039689e-02	-9.0772415887496599e-02	-9.8260359148641410e-02	-6.1422053232220164e-02	2.5568471691090671e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.5430991191248391e-01	-3.8500080836099498e-01	-7.5410586682216896e-01	-5.1620491387113554e-01	-8.6516356406838046e-01	-2.9501958398118650e-01	-4.6298717310322024e-01	-3.1270006751268487e-01	-5.9219443053478282e-01	-1.1744899945271524e-01	-2.8187018829895777e-01	-8.0879959452018924e-02	-1.2924843331484037e-01	-9.1722746177699821e-02	-1.4171874243194590e-01	-4.0656700680315579e-02	-5.2284835544318037e-02	-8.0731063603925027e-02	-9.1224570485306772e-02	-9.8747917258820386e-02	-6.1728051411637945e-02	2.5504970791052139e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.5377736564444480e-01	-3.8093897697428064e-01	-7.5699661383906225e-01	-5.1465898532510457e-01	-8.6630700276033090e-01	-2.9303255777577758e-01	-4.6396369034066587e-01	-3.1155134147619351e-01	-5.9425743827199617e-01	-1.1802674953928800e-01	-2.8325594202110671e-01	-8.1280081270671906e-02	-1.2987768628814769e-01	-9.2179841360075315e-02	-1.4240653502816428e-01	-4.0855398169996442e-02	-5.2540538285720535e-02	-8.1125322550024095e-02	-9.1677064216840159e-02	-9.9234538910491332e-02	-6.2034317608837063e-02	2.5441866018705501e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.5321819720057253e-01	-3.7680146519462648e-01	-7.5989007852815882e-01	-5.1307169119425255e-01	-8.6741552770950658e-01	-2.9101003412328685e-01	-4.6494392961356401e-01	-3.1037750655105384e-01	-5.9632555013774369e-01	-1.1860303381308504e-01	-2.8463776375374911e-01	-8.1680100076721288e-02	-1.3050259474706474e-01	-9.2638162791108605e-02	-1.4308868054673377e-01	-4.1053031433459591e-02	-5.2794960877655367e-02	-8.1517364200318909e-02	-9.2129873378643617e-02	-9.9720166924190889e-02	-6.2340843873092654e-02	2.5379165257235456e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-5.5263306541233614e-01	-3.7258913014429840e-01	-7.6278614550799828e-01	-5.1144320506133556e-01	-8.6848933111933102e-01	-2.8895196152256247e-01	-4.6592810850689570e-01	-3.0917849990277768e-01	-5.9839879872105328e-01	-1.1917786134488688e-01	-2.8601562396674296e-01	-8.2080020887963637e-02	-1.3112310819080042e-01	-9.3097718105400101e-02	-1.4376511747935022e-01	-4.1249582327694274e-02	-5.3048091528172969e-02	-8.1907161727856628e-02	-9.2582973926408921e-02	-1.0020474331223979e-01	-6.2647622201316325e-02	2.5316876517960396e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-5.5202263177801858e-01	-3.6830287501865555e-01	-7.6568469181834742e-01	-5.0977370839875569e-01	-8.6952861063341191e-01	-2.8685829422843789e-01	-4.6691644551103106e-01	-3.0795426148314814e-01	-6.0047721465675064e-01	-1.1975124242686337e-01	-2.8738949612060111e-01	-8.2479849337938380e-02	-1.3173917758292655e-01	-9.3558515173525147e-02	-1.4443578593634099e-01	-4.1445032404023321e-02	-5.3299919008759307e-02	-8.2294689191596854e-02	-9.3036341460372179e-02	-1.0068820925736378e-01	-6.2954644523909642e-02	2.5255007941906622e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-5.5138755883222845e-01	-3.6394364911431792e-01	-7.6858558654429476e-01	-5.0806339043515214e-01	-8.7053356829226303e-01	-2.8472899238723648e-01	-4.6790915984051845e-01	-3.0670473409430671e-01	-6.0256082645173703e-01	-1.2032318848385880e-01	-2.8875935648692941e-01	-8.2879591651802850e-02	-1.3235075528762488e-01	-9.4020562089166565e-02	-1.4510062752068326e-01	-4.1639362850824028e-02	-5.3550432629046379e-02	-8.2679921508196086e-02	-9.3489951210171410e-02	-1.0117050509096141e-01	-6.3261902689916619e-02	2.5193567801372900e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-5.5072850847988519e-01	-3.5951244784766040e-01	-7.7148869043440005e-01	-5.0631244803722231e-01	-8.7150440945845697e-01	-2.8256402218187460e-01	-4.6890647124662149e-01	-3.0542986345938389e-01	-6.0464966030529199e-01	-1.2089371198082982e-01	-2.9012518395897230e-01	-8.3279254620719723e-02	-1.3295779500198390e-01	-9.4483867155473675e-02	-1.4575958519491528e-01	-4.1832554434215408e-02	-5.3799622210013921e-02	-8.3062834421807064e-02	-9.3943778019162122e-02	-1.0165157027105821e-01	-6.3569388451469686e-02	2.5132564501481922e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-5.5004614029733456e-01	-3.5501031276451922e-01	-7.7439385551312068e-01	-5.0452108560800035e-01	-8.7244134171168719e-01	-2.8036335598696888e-01	-4.6990859982335320e-01	-3.0412959830001834e-01	-6.0674373992326680e-01	-1.2146282632658052e-01	-2.9148695985265399e-01	-8.3678845574755648e-02	-1.3356025168449900e-01	-9.4948438870639765e-02	-1.4641260314118468e-01	-4.2024587436775153e-02	-5.4047478055736155e-02	-8.3443404471978205e-02	-9.4397796328193298e-02	-1.0213134335999259e-01	-6.3877093447522945e-02	2.5072006581715325e+00
