# Parameters
$ K = 4
$ N = 15
$ M = 15
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	E
0	1.0000000000000000e+00	0	-3.3683372921757998e-01	-6.8454587410229928e-01	-4.2153885588646206e-01	-2.6652388958502088e-01	-5.2365776602052150e-01	-6.5957963716902446e-01	-6.0674483697052695e-01	-2.6733911604935889e-01	-1.9770021293137754e-01	-4.7450464504337098e-01	-3.6842130163463893e-01	-5.6143995079112097e-01	-5.0917040823354542e-01	-2.6002040997067516e-01	-3.3164089097464555e-01	2.9944933007932244e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-3.3993055451245330e-01	-6.9032699320242574e-01	-4.2534833511184494e-01	-2.7068131208744772e-01	-5.2737979197440932e-01	-6.5801745927781119e-01	-6.0438377181924641e-01	-2.7109707304673641e-01	-1.9820773939510411e-01	-4.7500871945271395e-01	-3.7319221073278369e-01	-5.6484866571664349e-01	-5.1110414751219524e-01	-2.6017703469890335e-01	-3.3271956302163336e-01	2.9870357461721819e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-3.4307460299776538e-01	-6.9613194740238815e-01	-4.2920641590164077e-01	-2.7489165924584891e-01	-5.3113173860714558e-01	-6.5637491263851322e-01	-6.0193812298632754e-01	-2.7489081265387461e-01	-1.9870281758274377e-01	-4.7546190344550354e-01	-3.7800180683157864e-01	-5.6828791371009946e-01	-5.1301155111022523e-01	-2.6028005072353921e-01	-3.3379226024687036e-01	2.9796358745027729e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-3.4626630997407720e-01	-7.0195982558628189e-01	-4.3311350715458630e-01	-2.7915522677839893e-01	-5.3491361912392466e-01	-6.5465263982661814e-01	-5.9940878298851097e-01	-2.7872004424387697e-01	-1.9918512090819437e-01	-4.7586356450556583e-01	-3.8284975872174237e-01	-5.7175781544598703e-01	-5.1489229382182100e-01	-2.6032871120439455e-01	-3.3485873704286101e-01	2.9722941765717743e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-3.4950608379609682e-01	-7.0780968255168253e-01	-4.3707000424743209e-01	-2.8347229369704324e-01	-5.3872543367016690e-01	-6.5285133044195609e-01	-5.9679670118201888e-01	-2.8258445472406890e-01	-1.9965432074221826e-01	-4.7621309312658988e-01	-3.8773571139755175e-01	-5.7525846453641138e-01	-5.1674606348824026e-01	-2.6032230300787251e-01	-3.3591874322097204e-01	2.9650111461089357e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-3.5279430424105157e-01	-7.1368053832709855e-01	-4.4107628805160076e-01	-2.8784312131022571e-01	-5.4256716874610855e-01	-6.5097172003341730e-01	-5.9410288273628620e-01	-2.8648370819880481e-01	-2.0011008679601139e-01	-4.7650990385238517e-01	-3.9265928527518107e-01	-5.7878992607186430e-01	-5.1857256066141655e-01	-2.6026014838181022e-01	-3.3697202408059673e-01	2.9577872797080897e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-3.5613132085642446e-01	-7.1957137748338196e-01	-4.4513272391730396e-01	-2.9226795219419227e-01	-5.4643879660472761e-01	-6.4901458896095476e-01	-5.9132838753049854e-01	-2.9041744563919492e-01	-2.0055208752750880e-01	-4.7675343630082662e-01	-3.9762007538708244e-01	-5.8235223514648560e-01	-5.2037149820556283e-01	-2.6014160662071079e-01	-3.3801832048867964e-01	2.9506230767433079e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-3.5951745128900031e-01	-7.2548114844020206e-01	-4.4923966062489307e-01	-2.9674700913272356e-01	-5.5034027463284585e-01	-6.4698076119870052e-01	-5.8847432897579388e-01	-2.9438528455992563e-01	-2.0097999057001659e-01	-4.7694315616861360e-01	-4.0261765055270299e-01	-5.8594539536981116e-01	-5.2214260083685893e-01	-2.5996607571772540e-01	-3.3905736896985267e-01	2.9435190392799835e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-3.6295297959726930e-01	-7.3140876276887312e-01	-4.5339742930329718e-01	-3.0128049402520996e-01	-5.5427154471531426e-01	-6.4487110308318241e-01	-5.8554187276621295e-01	-2.9838681870335398e-01	-2.0139346318262449e-01	-4.7707855621397482e-01	-4.0765155252599161e-01	-5.8956937736712112e-01	-5.2388560460167088e-01	-2.5973299399960492e-01	-3.4008890180739543e-01	2.9364756719807135e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-3.6643815454935769e-01	-7.3735309449294384e-01	-4.5760634231544711e-01	-3.0586858676306600e-01	-5.5823253258218342e-01	-6.4268652201078236e-01	-5.8253223556155620e-01	-3.0242161773105619e-01	-2.0179217272172431e-01	-4.7715915721442981e-01	-4.1272129512025185e-01	-5.9322411727064206e-01	-5.2560025629405083e-01	-2.5944184174067864e-01	-3.4111264715523726e-01	2.9294934820058915e+00
