# Parameters
$ K = 4
$ N = 9
$ M = 9
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	E
0	1.0000000000000000e+00	0	-5.6624281486241934e-01	-1.5524841167626627e-01	-3.9156228478738009e-01	-5.2774329205909487e-01	-2.3423748770319558e-01	-7.0767061462816416e-01	-1.0872112621783101e+00	-4.2087970105430106e-01	-3.9477562382028442e-01	2.2820995703575249e+00
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-5.7344385491984917e-01	-1.6281149725819694e-01	-3.9660038633016570e-01	-5.3780195548670151e-01	-2.4226215511139981e-01	-7.1450686093544002e-01	-1.0951538710817781e+00	-4.2675246558047769e-01	-3.9899553385652514e-01	2.2764148532109045e+00
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-5.8079733510317932e-01	-1.7056971527901271e-01	-4.0174822350966127e-01	-5.4802187557169546e-01	-2.5048484761866729e-01	-7.2143782512464893e-01	-1.1031347004960146e+00	-4.3272758092460623e-01	-4.0327783224198877e-01	2.2707710080977725e+00
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-5.8830613539978416e-01	-1.7852704291474847e-01	-4.0700846717959471e-01	-5.5840453964917891e-01	-2.5890925203084397e-01	-7.2846522233205746e-01	-1.1111526675654759e+00	-4.3880672232842521e-01	-4.0762350413842202e-01	2.2651677424146226e+00
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-5.9597310219753730e-01	-1.8668746755724311e-01	-4.1238382572132437e-01	-5.6895136405903768e-01	-2.6753905645273746e-01	-7.3559077211207635e-01	-1.1192066231071778e+00	-4.4499156769971088e-01	-4.1203354447108548e-01	2.2596047562877608e+00
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-6.0380103979297406e-01	-1.9505497966142937e-01	-4.1787704247039481e-01	-5.7966368636761445e-01	-2.7637794404137739e-01	-7.4281619489980455e-01	-1.1272953489148578e+00	-4.5128379540267494e-01	-4.1650895730366710e-01	2.2540817423363539e+00
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-6.1179270127036034e-01	-2.0363356491571910e-01	-4.2349089278249064e-01	-5.9054275708695991e-01	-2.8542958619150754e-01	-7.5014320812029545e-01	-1.1354175549650050e+00	-4.5768508185959927e-01	-4.2105075513237528e-01	2.2485983854244616e+00
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-6.1995077872301718e-01	-2.1242719569523905e-01	-4.2922818071106766e-01	-6.0158973087043377e-01	-2.9469763511791830e-01	-7.5757352192128624e-01	-1.1435718765223699e+00	-4.6419709895193645e-01	-4.2565995809282442e-01	2.2431543624020192e+00
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-6.2827789278840096e-01	-2.2143982175675200e-01	-4.3509173526765571e-01	-6.1280565716368873e-01	-3.0418571579809756e-01	-7.6510883450530898e-01	-1.1517568711427635e+00	-4.7082151120861443e-01	-4.3033759307295893e-01	2.2377493418347272e+00
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-6.3677658146876648e-01	-2.3067536013332757e-01	-4.4108440623459905e-01	-6.2419147029045352e-01	-3.1389741723761860e-01	-7.7275082703624198e-01	-1.1599710155711378e+00	-4.7755997276876716e-01	-4.3508469272487443e-01	2.2323829837228746e+00
2.5000000000000001e-02	9.7499999999999998e-01	2.5000000000000001e-02	-6.4544928820990422e-01	-2.4013768418625892e-01	-4.4720905949882778e-01	-6.3574797895323654e-01	-3.2383628301978556e-01	-7.8050115809467480e-01	-1.1682127025332754e+00	-4.8441412410564727e-01	-4.3990229436803069e-01	2.2270549392091530e+00
2.7500000000000000e-02	9.7250000000000003e-01	2.7500000000000000e-02	-6.5429834921134011e-01	-2.4983061177141277e-01	-4.5346857187411860e-01	-6.4747585512986638e-01	-3.3400580110030176e-01	-7.8836145765575549e-01	-1.1764802374197232e+00	-4.9138558849800962e-01	-4.4479143877594945e-01	2.2217648502755907e+00
2.9999999999999999e-02	9.6999999999999997e-01	2.9999999999999999e-02	-6.6332597994263254e-01	-2.5975789247715403e-01	-4.5986582537831883e-01	-6.5937562234799685e-01	-3.4440939280716421e-01	-7.9633332056269002e-01	-1.1847718348610283e+00	-4.9847596823481805e-01	-4.4975316883810840e-01	2.2165123494297734e+00
3.2500000000000001e-02	9.6750000000000003e-01	3.2500000000000001e-02	-6.7253426084203116e-01	-2.6992319389128683e-01	-4.6640370093108696e-01	-6.7144764332113938e-01	-3.5505040100564894e-01	-8.0441829946862442e-01	-1.1930856151938116e+00	-5.0568684053875079e-01	-4.5478852808836623e-01	2.2112970593805890e+00
