# Parameters
$ K = 1
$ N = 15
$ M = 37
$ Gamma = 2

lambda	f1	f2	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	E
0	1.0000000000000000e+00	0	-8.7210877843712376e-01	-2.1203933219075077e-01	-9.9263542159815965e-01	-2.5077284370813180e-01	-6.4064409959550339e-01	-1.5093858872276833e-01	-6.6531608439641743e-01	-3.9852349080361604e-01	-5.2615814837220432e-01	-8.0157481310978418e-01	-2.9545128817932031e-01	-5.8432471107512041e-01	-5.3536084805749518e-01	-3.4480286305394009e-01	-2.6946646170825839e-01	1.0609102898378875e-01	2.6884736453812064e-01	2.5679698867520695e-01	1.8958956741138580e-01	1.6697079304708651e-01	1.7356361396184541e-01	2.4044771283832564e-01	1.5217403164163279e-01	7.4603095049335044e-02	1.3859681356027698e-01	1.7727295886586314e-01	2.0637604094853845e-01	5.2546161786065172e-02	9.6196598234958908e-02	1.3067875253144598e-01	8.0302665103577989e-02	2.1015280509422013e-01	6.2236375799538723e-02	1.2155535422116764e-01	1.7768290752276028e-01	6.5516482342094784e-02	5.8300953992980964e-02	0
2.5000000000000001e-03	9.9750000000000005e-01	2.5000000000000001e-03	-8.7642483308060248e-01	-2.1308269019597412e-01	-9.9751327800065670e-01	-2.5201686326137190e-01	-6.4383392021476793e-01	-1.5168568516864248e-01	-6.6860952702056065e-01	-4.0051017178952236e-01	-5.2878420607541676e-01	-8.0557384819599787e-01	-2.9691665282993535e-01	-5.8722741537640843e-01	-5.3803118096575908e-01	-3.4652135416292790e-01	-2.7081265857091169e-01	1.0661819920810303e-01	2.7018450437380009e-01	2.5808037025429681e-01	1.9053397931614263e-01	1.6780354460187225e-01	1.7442664383100184e-01	2.4163960734817030e-01	1.5293128219568150e-01	7.4974697968760745e-02	1.3928817520126682e-01	1.7815316582544191e-01	2.0740039836085092e-01	5.2808544557214093e-02	9.6677165369536786e-02	1.3133173727654607e-01	8.0703466903421367e-02	2.1120206162613775e-01	6.2547258430581329e-02	1.2216155960317990e-01	1.7857247606662069e-01	6.5842690441001328e-02	5.8591903869844267e-02	0
5.0000000000000001e-03	9.9500000000000000e-01	5.0000000000000001e-03	-8.8064971932116864e-01	-2.1409160488060067e-01	-1.0022166641713059e+00	-2.5324067833697489e-01	-6.4699608700884248e-01	-1.5241721267223052e-01	-6.7183505352299422e-01	-4.0248454433148284e-01	-5.3140034499824917e-01	-8.0955445121481384e-01	-2.9835761444553088e-01	-5.9009123854277068e-01	-5.4068804473707677e-01	-3.4822840549673972e-01	-2.7215640368516003e-01	1.0713861662550037e-01	2.7150703636016621e-01	2.5936239273516376e-01	1.9147108453714237e-01	1.6863192425926235e-01	1.7527982137999976e-01	2.4281028822943879e-01	1.5368107426767388e-01	7.5343382619687635e-02	1.3997615817665357e-01	1.7902072755445300e-01	2.0840931249205727e-01	5.3070191100471405e-02	9.7156836113529529e-02	1.3198382216401169e-01	8.1102777146892804e-02	2.1224813839275097e-01	6.2857499400324715e-02	1.2276449857836483e-01	1.7946430971610974e-01	6.6166062322951191e-02	5.8881692572543547e-02	0
7.4999999999999997e-03	9.9250000000000005e-01	7.4999999999999997e-03	-8.8478016062621867e-01	-2.1506493729273241e-01	-1.0067399068695888e+00	-2.5444351499802870e-01	-6.5012930993050566e-01	-1.5313260712115653e-01	-6.7499020680592359e-01	-4.0444595071516654e-01	-5.3400587901391128e-01	-8.1351548038086841e-01	-2.9977324097133456e-01	-5.9291461128743650e-01	-5.4333064207816129e-01	-3.4992342121627235e-01	-2.7349742202736999e-01	1.0765200643023852e-01	2.7281434058756765e-01	2.6064282560766416e-01	1.9240052963517312e-01	1.6945567976111478e-01	1.7612273245096230e-01	2.4395897280151460e-01	1.5442307825140522e-01	7.5709008922263732e-02	1.4066056041954500e-01	1.7987515334995130e-01	2.0940219103180971e-01	5.3331040669165879e-02	9.7635512597054344e-02	1.3263488307889537e-01	8.1500492246729173e-02	2.1329078676686597e-01	6.3167033211414703e-02	1.2336398390724290e-01	1.8035834314410146e-01	6.6486465539977585e-02	5.9170242204512953e-02	0
1.0000000000000000e-02	9.8999999999999999e-01	1.0000000000000000e-02	-8.8881289547134201e-01	-2.1600156377466978e-01	-1.0110774369570683e+00	-2.5562459837227824e-01	-6.5323228765270291e-01	-1.5383130469800235e-01	-6.7807253743666085e-01	-4.0639372763317216e-01	-5.3660011275663178e-01	-8.1745578014254439e-01	-3.0116259724404354e-01	-5.9569595838296041e-01	-5.4595816584382517e-01	-3.5160579793213004e-01	-2.7483543360253532e-01	1.0815809359147691e-01	2.7410579905106575e-01	2.6192143586145189e-01	1.9332195983025663e-01	1.7027455679821465e-01	1.7695496291279500e-01	2.4508488704653059e-01	1.5515696389880926e-01	7.6071436455727087e-02	1.4134117817522698e-01	1.8071595812366406e-01	2.1037844822331259e-01	5.3591031851563123e-02	9.8113095853625584e-02	1.3328479409624491e-01	8.1896507556094900e-02	2.1432975633113846e-01	6.3475793381538664e-02	1.2395982601425980e-01	1.8125450974813040e-01	6.6803766284892527e-02	5.9457473803485941e-02	0
1.2500000000000001e-02	9.8750000000000004e-01	1.2500000000000001e-02	-8.9274468231627657e-01	-2.1690037833521150e-01	-1.0152238029405360e+00	-2.5678315353076492e-01	-6.5630370840979191e-01	-1.5451274258620920e-01	-6.8107960714957450e-01	-4.0832720662781880e-01	-5.3918234187358349e-01	-8.2137418170301169e-01	-3.0252474592175599e-01	-5.9843370019109865e-01	-5.4856979937872641e-01	-3.5327492493765694e-01	-2.7617015346483048e-01	1.0865660317402533e-01	2.7538079654138603e-01	2.6319798812504097e-01	1.9423501935171972e-01	1.7108829919139121e-01	1.7777609917062620e-01	2.4618726711709027e-01	1.5588240068600928e-01	7.6430524609991529e-02	1.4201780614458329e-01	1.8154266336238109e-01	2.1133750600642928e-01	5.3850102604348714e-02	9.8589485874292990e-02	1.3393342752291770e-01	8.2290717428921564e-02	2.1536479507930034e-01	6.3783712462189987e-02	1.2455183306580185e-01	1.8215274166900092e-01	6.7117829463544637e-02	5.9743307368569074e-02	0
1.4999999999999999e-02	9.8499999999999999e-01	1.4999999999999999e-02	-8.9657230468151583e-01	-2.1776029504452260e-01	-1.0191736845500314e+00	-2.5791840638986507e-01	-6.5934225087664455e-01	-1.5517635969537966e-01	-6.8400899242940671e-01	-4.1024571454880304e-01	-5.4175185329340114e-01	-8.2526950357154938e-01	-3.0385874844564392e-01	-6.0112625424490451e-01	-5.5116471687930935e-01	-3.5493018445680591e-01	-2.7750129174262350e-01	1.0914726066671952e-01	2.7663872155266811e-01	2.6447224481058046e-01	1.9513935179802100e-01	1.7189664907964367e-01	1.7858572868623551e-01	2.4726536085282669e-01	1.5659905818973574e-01	7.6786132741118215e-02	1.4269023763342162e-01	1.8235479809302488e-01	2.1227879516656847e-01	5.4108190287498234e-02	9.9064581664004336e-02	1.3458065394226659e-01	8.2683015282479608e-02	2.1639564962403962e-01	6.4090722058861918e-02	1.2513981105293545e-01	1.8305296981110158e-01	6.7428518770734150e-02	6.0027661889121391e-02	0
1.7500000000000002e-02	9.8250000000000004e-01	1.7500000000000002e-02	-9.0029257631383330e-01	-2.1858025044358287e-01	-1.0229219062969768e+00	-2.5902958463511466e-01	-6.6234658508525868e-01	-1.5582159740478252e-01	-6.8685828816875794e-01	-4.1214857402499216e-01	-5.4430792551144935e-01	-8.2914055214530513e-01	-3.0516366603234524e-01	-6.0377203688131198e-01	-5.5374208377603684e-01	-3.5657095190700155e-01	-2.7882855366805714e-01	1.0962979231773012e-01	2.7787896720472843e-01	2.6574396626416863e-01	1.9603460050567023e-01	1.7269934711507762e-01	1.7938344050826638e-01	2.4831842930008818e-01	1.5730660647348044e-01	7.7138120330363769e-02	1.4335826470759175e-01	1.8315189984866367e-01	2.1320175648491466e-01	5.4365231700492976e-02	9.9538281300122364e-02	1.3522634226171634e-01	8.3073293662086267e-02	2.1742206541122289e-01	6.4396752852685687e-02	1.2572356387890457e-01	1.8395512386444979e-01	6.7735696769777975e-02	6.0310455375453514e-02	0
2.0000000000000000e-02	9.7999999999999998e-01	2.0000000000000000e-02	-9.0390234642821909e-01	-2.1935920595983652e-01	-1.0264634509558210e+00	-2.6011591866509504e-01	-6.6531537337843172e-01	-1.5644790032379954e-01	-6.8962511139196470e-01	-4.1403510394954468e-01	-5.4684982889199185e-01	-8.3298612232164471e-01	-3.0643856069591580e-01	-6.0636946492224175e-01	-5.5630105713599176e-01	-3.5819659617713301e-01	-2.8015163961132677e-01	1.1010392547605925e-01	2.7910093217741805e-01	2.6701291092151008e-01	1.9692040892652790e-01	1.7349613266443245e-01	1.8016882581093821e-01	2.4934574822883274e-01	1.5800471648271286e-01	7.7486347146474094e-02	1.4402167835376145e-01	1.8393351563160262e-01	2.1410584188541754e-01	5.4621163119836690e-02	1.0001048199301826e-01	1.3587035976324732e-01	8.3461444307844856e-02	2.1844378694011943e-01	6.4701734623526241e-02	1.2630289345141021e-01	1.8485913232848855e-01	6.8039224975713686e-02	6.0591604891358786e-02	0
2.2499999999999999e-02	9.7750000000000004e-01	2.2499999999999999e-02	-9.0739850501293262e-01	-2.2009615032039614e-01	-1.0297934729110951e+00	-2.6117664255356271e-01	-6.6824727139992657e-01	-1.5705471706790217e-01	-6.9230710503706883e-01	-4.1590461997753708e-01	-5.4937682598733262e-01	-8.3680499814110121e-01	-3.0768249629804922e-01	-6.0891695740204177e-01	-5.5884078608586696e-01	-3.5980647992077297e-01	-2.8147024511975371e-01	1.1056938893843429e-01	2.8030402165452373e-01	2.6827883546870224e-01	1.9779642101271255e-01	1.7428674401695024e-01	1.8094147843990765e-01	2.5034660964063532e-01	1.5869306044841930e-01	7.7830673410869189e-02	1.4468026864569558e-01	1.8469920286957833e-01	2.1499051557382101e-01	5.4875920337823257e-02	1.0048108014866163e-01	1.3651257215679441e-01	8.3847358223304663e-02	2.1946055798926276e-01	6.5005596274546648e-02	1.2687759977968763e-01	1.8576492253765375e-01	6.8338963942117498e-02	6.0871026588483930e-02	0
